Mês Ano,Área de atuação (Função),Subfunção,Valor Empenhado,Valor Liquidado,Valor Pago,Valor Restos a Pagar Pagos,Unnamed: 7,Ano
05/2016,10 - Saúde,572 - Desenvolvimento tecnológico e engenharia,"12.975.983,52","10.724.266,93","11.795.410,35","4.045.013,50",,2016
05/2016,10 - Saúde,"422 - Direitos individuais, coletivos e difusos","2.376.577,56","2.218.400,14","4.469.293,81","251.756,60",,2016
05/2016,10 - Saúde,511 - Saneamento básico rural,"38.356.580,65","1.513.278,10","1.514.421,30","7.753.197,92",,2016
05/2016,10 - Saúde,121 - Planejamento e orçamento,"4.451.332,38","725.674,57","1.508.981,88","1.874.804,23",,2016
05/2016,10 - Saúde,125 - Normatização e fiscalização,"5.322.003,91","3.382.104,57","3.432.765,48","296.934,66",,2016
05/2016,10 - Saúde,128 - Formação de recursos humanos,"230.732.468,68","75.140.031,57","69.227.996,76","4.907.601,13",,2016
05/2016,10 - Saúde,512 - Saneamento básico urbano,"48.172.538,53","24.339.500,62","19.189.249,94","39.700.521,75",,2016
05/2016,10 - Saúde,331 - Proteção e benefícios ao trabalhador,"9.173.204,34","53.180.159,14","53.227.230,25","275,30",,2016
05/2016,10 - Saúde,305 - Vigilância epidemiológica,"220.331.333,41","424.708.249,08","416.643.611,04","113.295.195,36",,2016
05/2016,10 - Saúde,304 - Vigilância sanitária,"7.740.657,45","10.090.607,51","10.097.421,89","792.093,86",,2016
05/2016,10 - Saúde,303 - Suporte profilático e terapêutico,"535.883.686,85","1.143.576.142,90","1.296.218.218,14","86.937.843,52",,2016
05/2016,10 - Saúde,"391 - Patrimônio histórico, artístico e arqueológico","1.944.313,48","331.032,69","466.619,73","0,00",,2016
05/2016,10 - Saúde,126 - Tecnologia da informação,"25.791.107,75","22.283.773,94","24.354.925,11","716.100,57",,2016
05/2016,10 - Saúde,573 - Difusão do conhecimento científico e tecnológico,"2.294.877,99","663.521,37","1.324.682,18","1.100.992,49",,2016
05/2016,10 - Saúde,423 - Assistência aos povos indígenas,"24.735.068,33","238.876.855,70","228.437.715,12","1.162.099,87",,2016
05/2016,10 - Saúde,571 - Desenvolvimento científico,"40.509.677,74","23.651.700,70","23.494.583,85","3.360.456,53",,2016
05/2016,10 - Saúde,301 - Atenção básica,"1.489.641.065,68","1.702.451.997,64","1.511.073.177,21","5.473.805,61",,2016
05/2016,10 - Saúde,302 - Assistência hospitalar e ambulatorial,"1.281.532.611,72","3.980.602.556,34","3.880.432.772,43","64.531.476,09",,2016
05/2016,10 - Saúde,122 - Administração geral,"1.023.967.126,50","795.308.109,02","805.103.004,98","4.006.090,68",,2016
06/2016,10 - Saúde,243 - Assistência à criança e ao adolescente,"0,00","0,00","0,00","1.000,00",,2016
06/2016,10 - Saúde,183 - Informação e inteligência,"0,00","0,00","0,00","23.822,00",,2016
06/2016,10 - Saúde,364 - Ensino superior,"0,00","0,00","0,00","14.549,29",,2016
06/2016,10 - Saúde,131 - Comunicação social,"578.124,93","14.608.878,77","21.211.509,23","1.279.576,67",,2016
06/2016,10 - Saúde,"422 - Direitos individuais, coletivos e difusos","1.808.588,93","10.045.638,22","7.195.140,31","386.302,01",,2016
06/2016,10 - Saúde,541 - Preservação e conservação ambiental,"53.005,00","29.225,28","29.750,50","982.861,03",,2016
06/2016,10 - Saúde,"391 - Patrimônio histórico, artístico e arqueológico","675.708,60","1.770.122,31","1.696.479,38","0,00",,2016
06/2016,10 - Saúde,124 - Controle interno,"10.140,56","195.863,82","195.863,82","235.474,00",,2016
06/2016,10 - Saúde,121 - Planejamento e orçamento,"164.559,01","3.517.315,37","3.743.447,79","163.098,35",,2016
06/2016,10 - Saúde,572 - Desenvolvimento tecnológico e engenharia,"4.803.347,37","7.238.960,75","11.475.010,70","2.262.056,29",,2016
06/2016,10 - Saúde,573 - Difusão do conhecimento científico e tecnológico,"2.296.216,80","2.906.828,29","2.145.205,60","21.910,08",,2016
06/2016,10 - Saúde,126 - Tecnologia da informação,"42.669.678,61","106.744.688,95","39.807.608,27","1.760.787,68",,2016
06/2016,10 - Saúde,511 - Saneamento básico rural,"1.879.117,90","1.677.410,54","1.598.467,84","6.035.586,42",,2016
06/2016,10 - Saúde,512 - Saneamento básico urbano,"14.314.503,05","11.866.912,34","14.423.407,34","78.453.318,94",,2016
06/2016,10 - Saúde,423 - Assistência aos povos indígenas,"151.992.481,97","60.470.013,72","64.512.648,62","1.905.369,72",,2016
06/2016,10 - Saúde,305 - Vigilância epidemiológica,"432.836.079,88","497.716.138,03","235.892.367,64","75.404.085,09",,2016
06/2016,10 - Saúde,128 - Formação de recursos humanos,"29.303.149,87","86.217.191,21","92.658.477,96","913.914,34",,2016
06/2016,10 - Saúde,125 - Normatização e fiscalização,"2.377.671,79","4.316.637,13","4.221.010,07","149.209,00",,2016
06/2016,10 - Saúde,304 - Vigilância sanitária,"6.276.459,70","7.517.625,08","11.670.470,18","1.193.069,67",,2016
06/2016,10 - Saúde,571 - Desenvolvimento científico,"38.821.653,31","40.726.082,73","39.987.104,39","2.744.481,87",,2016
06/2016,10 - Saúde,301 - Atenção básica,"797.116.615,33","1.393.741.565,91","1.507.730.383,85","120.005.546,68",,2016
06/2016,10 - Saúde,303 - Suporte profilático e terapêutico,"942.275.351,02","1.629.088.011,90","1.340.983.428,22","121.587.452,05",,2016
06/2016,10 - Saúde,122 - Administração geral,"230.812.937,26","968.819.858,56","973.452.967,30","86.925.905,00",,2016
06/2016,10 - Saúde,302 - Assistência hospitalar e ambulatorial,"1.706.706.506,17","4.065.624.400,57","3.832.606.240,82","373.494.637,08",,2016
06/2016,10 - Saúde,331 - Proteção e benefícios ao trabalhador,"7.198.581,39","53.249.727,07","52.846.711,33","3.366,07",,2016
07/2016,10 - Saúde,243 - Assistência à criança e ao adolescente,"0,00","0,00","0,00","0,00",,2016
07/2016,10 - Saúde,212 - Cooperação internacional,"0,00","0,00","0,00","0,00",,2016
07/2016,10 - Saúde,183 - Informação e inteligência,"0,00","0,00","0,00","0,00",,2016
07/2016,10 - Saúde,846 - Outros encargos especiais,"0,00","0,00","0,00","0,00",,2016
07/2016,10 - Saúde,364 - Ensino superior,"0,00","0,00","0,00","4.000,00",,2016
07/2016,10 - Saúde,131 - Comunicação social,"20.092.634,59","16.099.348,29","28.481.777,71","1.635.613,43",,2016
07/2016,10 - Saúde,124 - Controle interno,"0,00","0,00","0,00","0,00",,2016
07/2016,10 - Saúde,"422 - Direitos individuais, coletivos e difusos","7.732.360,03","6.023.770,45","8.192.460,00","236.911,10",,2016
07/2016,10 - Saúde,572 - Desenvolvimento tecnológico e engenharia,"20.436.961,00","22.450.280,19","24.162.838,56","494.491,98",,2016
07/2016,10 - Saúde,306 - Alimentação e nutrição,"19.054.500,00","0,00","0,00","0,00",,2016
07/2016,10 - Saúde,511 - Saneamento básico rural,"4.361.254,86","1.501.506,85","1.465.956,44","2.906.446,00",,2016
07/2016,10 - Saúde,121 - Planejamento e orçamento,"3.267.187,39","114.627,64","137.215,39","72.356,71",,2016
07/2016,10 - Saúde,512 - Saneamento básico urbano,"- 190.758,87","2.342.416,98","5.570.329,55","8.707.009,87",,2016
07/2016,10 - Saúde,125 - Normatização e fiscalização,"3.144.426,82","2.963.188,75","3.054.653,60","0,00",,2016
07/2016,10 - Saúde,541 - Preservação e conservação ambiental,"15.700,00","15.367,82","15.367,82","83.967,36",,2016
07/2016,10 - Saúde,573 - Difusão do conhecimento científico e tecnológico,"16.182.044,30","16.532.415,32","16.809.869,17","21.876,91",,2016
07/2016,10 - Saúde,128 - Formação de recursos humanos,"18.798.643,14","76.786.569,27","78.034.653,79","1.396.505,20",,2016
07/2016,10 - Saúde,126 - Tecnologia da informação,"62.711.062,47","12.992.853,87","95.516.632,64","46.957,70",,2016
07/2016,10 - Saúde,423 - Assistência aos povos indígenas,"156.733.747,29","200.305.020,78","201.388.441,25","1.097.213,80",,2016
07/2016,10 - Saúde,"391 - Patrimônio histórico, artístico e arqueológico","560.729,28","619.984,73","338.522,76","0,00",,2016
07/2016,10 - Saúde,571 - Desenvolvimento científico,"37.158.735,69","40.668.124,20","37.478.280,69","2.846.518,28",,2016
07/2016,10 - Saúde,331 - Proteção e benefícios ao trabalhador,"5.833.128,72","52.530.779,97","52.346.848,79","140.585,44",,2016
07/2016,10 - Saúde,305 - Vigilância epidemiológica,"1.042.183.331,16","751.215.774,40","558.063.755,75","128.587.176,77",,2016
07/2016,10 - Saúde,301 - Atenção básica,"856.130.417,03","1.799.386.019,55","1.841.267.928,25","32.184.322,82",,2016
07/2016,10 - Saúde,122 - Administração geral,"139.444.927,79","781.711.270,52","770.231.591,33","50.758.516,83",,2016
07/2016,10 - Saúde,304 - Vigilância sanitária,"6.692.126,82","6.159.461,27","8.137.842,57","677.683,12",,2016
07/2016,10 - Saúde,303 - Suporte profilático e terapêutico,"846.432.744,47","940.235.568,08","1.065.687.312,54","46.841.352,51",,2016
07/2016,10 - Saúde,302 - Assistência hospitalar e ambulatorial,"3.768.797.372,63","3.985.613.226,48","4.186.208.425,03","153.315.486,91",,2016
08/2016,10 - Saúde,846 - Outros encargos especiais,"0,00","0,00","0,00","280.872,53",,2016
08/2016,10 - Saúde,306 - Alimentação e nutrição,"155.893,00","0,00","0,00","0,00",,2016
08/2016,10 - Saúde,183 - Informação e inteligência,"0,00","0,00","0,00","5.300,00",,2016
08/2016,10 - Saúde,124 - Controle interno,"2.247.350,00","0,00","0,00","574.903,96",,2016
08/2016,10 - Saúde,131 - Comunicação social,"828.734,79","4.458.502,01","2.497.562,24","11.732,99",,2016
08/2016,10 - Saúde,"391 - Patrimônio histórico, artístico e arqueológico","494.775,39","601.650,06","454.524,38","0,00",,2016
08/2016,10 - Saúde,541 - Preservação e conservação ambiental,"35.500,00","39.511,17","39.511,17","13.718,95",,2016
08/2016,10 - Saúde,572 - Desenvolvimento tecnológico e engenharia,"6.409.061,33","4.875.215,35","4.768.738,12","50.225,00",,2016
08/2016,10 - Saúde,364 - Ensino superior,"0,00","0,00","0,00","0,00",,2016
08/2016,10 - Saúde,126 - Tecnologia da informação,"23.566.603,03","38.862.637,06","38.336.119,48","288.427,45",,2016
08/2016,10 - Saúde,"422 - Direitos individuais, coletivos e difusos","88.716,74","2.745.839,19","3.228.006,29","418.251,08",,2016
08/2016,10 - Saúde,121 - Planejamento e orçamento,"8.621.484,37","175.554,60","211.950,80","1.444.343,28",,2016
08/2016,10 - Saúde,125 - Normatização e fiscalização,"1.101.479,35","2.429.393,96","2.433.556,17","0,00",,2016
08/2016,10 - Saúde,573 - Difusão do conhecimento científico e tecnológico,"112.004,43","357.795,07","837.860,01","4.084,66",,2016
08/2016,10 - Saúde,512 - Saneamento básico urbano,"513.360,86","4.023.980,09","4.880.978,83","29.775.503,25",,2016
08/2016,10 - Saúde,331 - Proteção e benefícios ao trabalhador,"6.158.401,18","52.396.553,36","52.731.470,43","1,45",,2016
08/2016,10 - Saúde,511 - Saneamento básico rural,"4.005.714,94","2.746.777,75","2.626.493,48","4.605.999,60",,2016
08/2016,10 - Saúde,128 - Formação de recursos humanos,"220.819.807,53","65.756.620,46","68.913.034,77","805.825,23",,2016
08/2016,10 - Saúde,301 - Atenção básica,"5.869.739.223,67","1.253.933.819,69","1.266.724.765,90","33.265.728,81",,2016
08/2016,10 - Saúde,423 - Assistência aos povos indígenas,"16.706.236,62","58.485.680,85","62.039.414,12","983.780,09",,2016
08/2016,10 - Saúde,303 - Suporte profilático e terapêutico,"1.914.313.930,72","750.374.285,32","837.992.641,47","62.737.294,61",,2016
08/2016,10 - Saúde,304 - Vigilância sanitária,"86.405.538,04","66.583.322,35","55.128.280,87","887.907,74",,2016
08/2016,10 - Saúde,305 - Vigilância epidemiológica,"408.460.369,58","230.630.037,56","378.304.546,16","26.272.286,31",,2016
08/2016,10 - Saúde,122 - Administração geral,"150.176.507,22","784.198.854,51","792.008.639,73","13.426.618,62",,2016
08/2016,10 - Saúde,571 - Desenvolvimento científico,"55.315.497,23","55.297.614,54","59.573.504,45","724.778,88",,2016
08/2016,10 - Saúde,302 - Assistência hospitalar e ambulatorial,"10.490.226.102,31","3.890.750.235,38","3.576.446.450,00","157.841.943,04",,2016
09/2016,10 - Saúde,124 - Controle interno,"30.000,00","0,00","0,00","0,00",,2016
09/2016,10 - Saúde,364 - Ensino superior,"0,00","0,00","0,00","262.100,00",,2016
09/2016,10 - Saúde,846 - Outros encargos especiais,"0,00","0,00","0,00","115.600,00",,2016
09/2016,10 - Saúde,306 - Alimentação e nutrição,"1.385.960,00","1.584.545,08","1.584.545,08","0,00",,2016
09/2016,10 - Saúde,"422 - Direitos individuais, coletivos e difusos","9.931.065,91","3.045.898,73","3.244.276,79","53.009,53",,2016
09/2016,10 - Saúde,126 - Tecnologia da informação,"42.908.172,74","31.212.962,56","31.259.079,81","598.442,20",,2016
09/2016,10 - Saúde,541 - Preservação e conservação ambiental,"- 3.382.650,00","19.360,87","19.360,87","347.261,17",,2016
09/2016,10 - Saúde,"391 - Patrimônio histórico, artístico e arqueológico","- 6.981,05","333.891,92","612.317,68","0,00",,2016
09/2016,10 - Saúde,512 - Saneamento básico urbano,"3.510.804,40","1.204.092,00","1.422.057,01","20.967.597,25",,2016
09/2016,10 - Saúde,131 - Comunicação social,"50.876.649,54","18.321.567,47","20.857.281,30","53.401,86",,2016
09/2016,10 - Saúde,572 - Desenvolvimento tecnológico e engenharia,"23.662.756,72","25.775.194,13","25.083.802,58","8.921.895,27",,2016
09/2016,10 - Saúde,121 - Planejamento e orçamento,"162.012,77","6.416.258,69","6.446.540,21","705.847,44",,2016
09/2016,10 - Saúde,125 - Normatização e fiscalização,"3.327.115,16","3.182.931,83","3.167.284,11","0,00",,2016
09/2016,10 - Saúde,571 - Desenvolvimento científico,"29.616.659,12","26.554.654,28","26.942.445,47","829.322,79",,2016
09/2016,10 - Saúde,511 - Saneamento básico rural,"4.233.867,46","3.625.891,94","3.037.291,51","4.154.526,21",,2016
09/2016,10 - Saúde,331 - Proteção e benefícios ao trabalhador,"98.596.758,54","52.668.052,68","52.617.594,59","0,00",,2016
09/2016,10 - Saúde,423 - Assistência aos povos indígenas,"85.595.329,65","74.555.656,21","76.779.052,47","653.372,24",,2016
09/2016,10 - Saúde,301 - Atenção básica,"- 161.732.693,36","1.816.516.429,52","1.799.930.020,25","44.181.154,11",,2016
09/2016,10 - Saúde,305 - Vigilância epidemiológica,"124.948.785,68","551.926.068,54","631.964.645,65","43.510.378,04",,2016
09/2016,10 - Saúde,304 - Vigilância sanitária,"6.937.120,85","25.760.165,75","20.224.351,03","595.845,61",,2016
09/2016,10 - Saúde,303 - Suporte profilático e terapêutico,"339.695.721,17","1.693.032.801,96","1.713.344.802,44","34.981.975,81",,2016
09/2016,10 - Saúde,122 - Administração geral,"239.410.694,48","813.332.063,26","809.238.833,48","5.198.477,63",,2016
09/2016,10 - Saúde,128 - Formação de recursos humanos,"59.570.835,85","68.703.295,39","72.188.263,22","1.105.145,18",,2016
09/2016,10 - Saúde,573 - Difusão do conhecimento científico e tecnológico,"12.680,63","288.032,40","357.412,95","38.455,60",,2016
09/2016,10 - Saúde,302 - Assistência hospitalar e ambulatorial,"1.216.067.667,97","3.922.559.040,26","4.195.426.732,51","42.646.807,98",,2016
10/2016,10 - Saúde,846 - Outros encargos especiais,"0,00","0,00","0,00","56.037,00",,2016
10/2016,10 - Saúde,124 - Controle interno,"0,00","60.344,04","60.344,04","29.012,04",,2016
10/2016,10 - Saúde,131 - Comunicação social,"2.069.332,07","9.427.851,79","9.781.990,29","220.980,41",,2016
10/2016,10 - Saúde,121 - Planejamento e orçamento,"103.687,67","1.614.025,25","1.578.790,79","50.600,00",,2016
10/2016,10 - Saúde,573 - Difusão do conhecimento científico e tecnológico,"149.128,23","176.943,70","89.289,95","2.157,18",,2016
10/2016,10 - Saúde,"422 - Direitos individuais, coletivos e difusos","442.859,43","6.798.051,36","6.799.314,56","36.153,91",,2016
10/2016,10 - Saúde,541 - Preservação e conservação ambiental,"115.157,36","37.503,85","35.801,21","725.265,71",,2016
10/2016,10 - Saúde,"391 - Patrimônio histórico, artístico e arqueológico","1.010.818,74","676.164,72","895.257,42","0,00",,2016
10/2016,10 - Saúde,572 - Desenvolvimento tecnológico e engenharia,"20.780.805,78","23.158.994,12","23.284.365,81","1.437.807,18",,2016
10/2016,10 - Saúde,511 - Saneamento básico rural,"6.218.038,01","1.579.447,91","1.577.986,90","5.918.768,03",,2016
10/2016,10 - Saúde,126 - Tecnologia da informação,"24.689.890,81","45.885.422,31","48.283.870,26","29.320,00",,2016
10/2016,10 - Saúde,125 - Normatização e fiscalização,"2.529.701,26","2.306.808,55","2.320.826,43","0,00",,2016
10/2016,10 - Saúde,306 - Alimentação e nutrição,"0,00","9.755.000,00","9.755.000,00","0,00",,2016
10/2016,10 - Saúde,301 - Atenção básica,"451.130.132,13","1.833.906.338,87","1.406.149.934,07","31.043.827,36",,2016
10/2016,10 - Saúde,331 - Proteção e benefícios ao trabalhador,"7.226.113,27","52.269.807,05","52.174.074,65","0,00",,2016
10/2016,10 - Saúde,512 - Saneamento básico urbano,"66.247.055,34","12.286.667,53","12.286.667,53","22.744.095,70",,2016
10/2016,10 - Saúde,571 - Desenvolvimento científico,"25.376.419,43","34.402.877,59","37.921.358,72","993.164,76",,2016
10/2016,10 - Saúde,305 - Vigilância epidemiológica,"176.322.344,14","287.194.127,10","334.927.322,92","25.589.870,16",,2016
10/2016,10 - Saúde,122 - Administração geral,"312.362.039,51","802.692.548,19","812.258.400,91","21.162.202,83",,2016
10/2016,10 - Saúde,423 - Assistência aos povos indígenas,"21.966.310,65","54.241.341,11","53.507.029,80","492.322,60",,2016
10/2016,10 - Saúde,303 - Suporte profilático e terapêutico,"459.282.729,03","612.912.402,58","624.455.542,17","22.245.737,67",,2016
10/2016,10 - Saúde,304 - Vigilância sanitária,"4.708.810,63","5.181.656,96","22.289.896,29","11.911,73",,2016
10/2016,10 - Saúde,128 - Formação de recursos humanos,"9.032.296,85","70.109.396,19","71.171.168,21","753.523,11",,2016
10/2016,10 - Saúde,302 - Assistência hospitalar e ambulatorial,"740.916.248,95","4.024.104.820,90","4.091.263.698,26","22.000.225,56",,2016
